order_id,date,Ordered_Time,customer_id,payment_method,Order_type,delivery_address,pizza_type_id,QTY_Ordered
5759,4/7/2015,14:35:44,C0080,Null,Cancelled,"8 Victoria Lane, Birmingham, B1 1BD",hawaiian,6
5760,4/7/2015,14:37:43,C0063,Cash,Takeaway," 11 Station Road, Southampton, SO14 6GH",peppr_salami,2
5761,4/7/2015,14:51:02,C0067,Null,Cancelled,"5 Windsor Avenue, Bristol, BS1 5AA",mediterraneo,2
5762,4/7/2015,14:59:31,C0013,Online,Dine-in," 11 Station Road, Southampton, SO14 6GH",napolitana,3
5763,4/7/2015,15:32:57,C0089,Card,Dine-in," 2 Mill Lane, York, YO1 6JF",southw_ckn,4
5764,4/7/2015,15:45:47,C0078,Cash,Dine-in," 19 Church Street, Leicester, LE1 5AN",pep_msh_pep,7
5765,4/7/2015,16:23:10,C0091,Card,Delivery," 22 The Heights, Exeter, EX4 4PD",ital_supr,4
5766,4/7/2015,16:24:11,C0008,Card,Takeaway," 18 Springfield Avenue, Swansea, SA1 6DF",mexicana,7
5767,4/7/2015,16:33:34,C0061,Card,Dine-in," 5 Richmond Road, Bournemouth, BH1 1LX",thai_ckn,5
5768,4/7/2015,16:35:54,C0040,Card,Dine-in," 27 Priory Street, Coventry, CV1 5FG",hawaiian,6
5769,4/7/2015,16:43:46,C0052,Card,Delivery," 16 Bridge Street, Belfast, BT1 5TR",peppr_salami,7
5770,4/7/2015,16:58:37,C0088,Null,Cancelled,"45 Oxford Road, Manchester, M1 7ED",spicy_ital,4
5771,4/7/2015,17:22:22,C0089,Card,Dine-in," 4 The Green, Brighton, BN1 4KL",big_meat,3
5772,4/7/2015,17:28:34,C0068,Cash,Takeaway," 8 Meadow Close, Derby, DE1 2TY",the_greek,4
5773,4/7/2015,17:43:39,C0077,Null,Cancelled,"9 The Crescent, Sheffield, S10 2FT",ital_cpcllo,2
5774,4/7/2015,17:45:40,C0082,Cash,Takeaway," 3 Riverside Drive, Cardiff, CF10 1DD",mexicana,6
5775,4/7/2015,17:49:16,C0081,Card,Delivery," 22 The Heights, Exeter, EX4 4PD",ckn_alfredo,2
5776,4/7/2015,17:50:59,C0016,Card,Dine-in," 18 Springfield Avenue, Swansea, SA1 6DF",thai_ckn,7
5777,4/7/2015,18:00:25,C0073,Cash,Dine-in," 4 The Green, Brighton, BN1 4KL",ckn_pesto,4
5778,4/7/2015,18:06:32,C0051,Card,Takeaway," 22 The Heights, Exeter, EX4 4PD",pep_msh_pep,2
5779,4/7/2015,18:10:19,C0035,Null,Cancelled," 16 Bridge Street, Belfast, BT1 5TR",green_garden,3
5780,4/7/2015,18:19:40,C0089,Cash,Delivery," 6 Orchard Lane, Aberdeen, AB10 1FJ",peppr_salami,6
5781,4/7/2015,18:23:39,C0053,Null,Cancelled," 9 Brookside, Hull, HU1 2RT",spinach_fet,7
5782,4/7/2015,18:29:24,C0015,Online,Delivery,"8 Victoria Lane, Birmingham, B1 1BD",spin_pesto,4
5783,4/7/2015,18:42:32,C0098,Online,Delivery," 18 Springfield Avenue, Swansea, SA1 6DF",ital_supr,5
5784,4/7/2015,18:54:29,C0018,Cash,Dine-in," 19 Church Street, Leicester, LE1 5AN",napolitana,5
5785,4/7/2015,18:59:03,C0073,Cash,Takeaway,"17 Highfield Road, Leeds, LS2 8JT",napolitana,2
5786,4/7/2015,19:03:46,C0039,Card,Dine-in," 8 Meadow Close, Derby, DE1 2TY",ckn_pesto,2
5787,4/7/2015,19:17:28,C0044,Card,Delivery," 19 Church Street, Leicester, LE1 5AN",ital_veggie,7
5788,4/7/2015,20:32:57,C0083,Card,Delivery,"9 The Crescent, Sheffield, S10 2FT",napolitana,5
5789,4/7/2015,20:42:36,C0013,Card,Dine-in,"9 The Crescent, Sheffield, S10 2FT",spinach_supr,6
5790,4/7/2015,20:44:10,C0014,Card,Delivery,"17 Highfield Road, Leeds, LS2 8JT",mediterraneo,4
5791,4/7/2015,20:54:24,C0076,Null,Cancelled," 15 West End, Reading, RG1 7HY",bbq_ckn,7
5792,4/7/2015,20:56:16,C0024,Card,Dine-in," 18 Springfield Avenue, Swansea, SA1 6DF",prsc_argla,2
5793,4/7/2015,21:18:23,C0050,Card,Takeaway," 15 West End, Reading, RG1 7HY",hawaiian,5
5794,4/7/2015,21:21:33,C0002,Card,Dine-in," 15 West End, Reading, RG1 7HY",hawaiian,5
5795,4/7/2015,21:30:19,C0084,Online,Dine-in," 13 Hilltop Road, Oxford, OX1 4LB",brie_carre,2
5796,4/7/2015,21:41:31,C0007,Online,Takeaway," 10 The Grove, Plymouth, PL1 1HQ",pep_msh_pep,7
5797,4/7/2015,22:12:53,C0005,Cash,Delivery," 15 West End, Reading, RG1 7HY",spinach_fet,4
5798,4/7/2015,22:19:54,C0061,Online,Dine-in,"5 Windsor Avenue, Bristol, BS1 5AA",cali_ckn,2
5799,4/7/2015,22:25:10,C0044,Null,Cancelled," 25 Manor Road, Nottingham, NG1 6BP",veggie_veg,2
5800,4/7/2015,22:45:55,C0072,Online,Delivery," 21 Market Square, Cambridge, CB2 3NJ",ckn_alfredo,5
5801,4/8/2015,11:26:25,C0037,Cash,Delivery," 6 Orchard Lane, Aberdeen, AB10 1FJ",four_cheese,6
5802,4/8/2015,11:29:19,C0086,Card,Takeaway," 1 The Pines, Norwich, NR2 1TH",spin_pesto,7
5803,4/8/2015,11:48:16,C0068,Cash,Delivery," 11 Station Road, Southampton, SO14 6GH",thai_ckn,2
5804,4/8/2015,11:54:55,C0013,Cash,Delivery," 5 Richmond Road, Bournemouth, BH1 1LX",big_meat,2
5805,4/8/2015,11:55:39,C0079,Null,Cancelled," 15 West End, Reading, RG1 7HY",five_cheese,4
5806,4/8/2015,12:02:59,C0061,Card,Delivery," 18 Springfield Avenue, Swansea, SA1 6DF",brie_carre,3
5807,4/8/2015,12:17:46,C0092,Online,Dine-in," 19 Church Street, Leicester, LE1 5AN",hawaiian,7
5808,4/8/2015,12:21:46,C0095,Online,Takeaway,"22 Castle Street, Edinburgh, EH2 3NR",mexicana,6
5809,4/8/2015,12:52:36,C0007,Online,Dine-in," 5 Richmond Road, Bournemouth, BH1 1LX",classic_dlx,4
5810,4/8/2015,13:01:08,C0024,Card,Delivery,"9 The Crescent, Sheffield, S10 2FT",spin_pesto,4
5811,4/8/2015,13:04:04,C0008,Cash,Takeaway," 13 Hilltop Road, Oxford, OX1 4LB",five_cheese,4
5812,4/8/2015,13:05:07,C0094,Cash,Delivery," 16 Bridge Street, Belfast, BT1 5TR",napolitana,7
5813,4/8/2015,13:09:08,C0039,Cash,Dine-in," 25 Manor Road, Nottingham, NG1 6BP",ckn_alfredo,2
5814,4/8/2015,13:09:22,C0060,Null,Cancelled," 4 The Green, Brighton, BN1 4KL",ital_cpcllo,4
5815,4/8/2015,13:21:49,C0007,Null,Cancelled,"5 Windsor Avenue, Bristol, BS1 5AA",four_cheese,2
5816,4/8/2015,13:28:52,C0034,Cash,Takeaway," 27 Priory Street, Coventry, CV1 5FG",mexicana,5
5817,4/8/2015,13:35:27,C0004,Online,Dine-in," 2 Mill Lane, York, YO1 6JF",mexicana,7
5818,4/8/2015,13:43:06,C0064,Card,Delivery,"17 Highfield Road, Leeds, LS2 8JT",calabrese,3
5819,4/8/2015,13:51:06,C0094,Online,Delivery," 13 Hilltop Road, Oxford, OX1 4LB",four_cheese,2
5820,4/8/2015,13:51:43,C0080,Null,Cancelled," 8 Meadow Close, Derby, DE1 2TY",cali_ckn,4
5821,4/8/2015,13:57:22,C0079,Online,Dine-in,"22 Castle Street, Edinburgh, EH2 3NR",five_cheese,3
5822,4/8/2015,14:17:43,C0082,Online,Delivery," 9 Brookside, Hull, HU1 2RT",ckn_alfredo,7
5823,4/8/2015,15:06:11,C0063,Online,Takeaway,"22 Castle Street, Edinburgh, EH2 3NR",napolitana,3
5824,4/8/2015,15:07:05,C0016,Card,Dine-in," 25 Manor Road, Nottingham, NG1 6BP",spinach_fet,4
5825,4/8/2015,15:09:55,C0022,Online,Dine-in," 10 The Grove, Plymouth, PL1 1HQ",thai_ckn,7
5826,4/8/2015,15:38:11,C0023,Cash,Delivery," 18 Springfield Avenue, Swansea, SA1 6DF",southw_ckn,5
5827,4/8/2015,15:47:11,C0094,Online,Delivery," 6 Orchard Lane, Aberdeen, AB10 1FJ",big_meat,7
5828,4/8/2015,15:48:10,C0011,Card,Delivery," 2 Mill Lane, York, YO1 6JF",five_cheese,4
5829,4/8/2015,16:03:51,C0069,Cash,Dine-in,"9 The Crescent, Sheffield, S10 2FT",peppr_salami,6
5830,4/8/2015,16:15:22,C0010,Null,Cancelled,"30 Queen’s Road, Liverpool, L1 1BG",soppressata,2
5831,4/8/2015,16:24:23,C0096,Cash,Takeaway," 27 Priory Street, Coventry, CV1 5FG",the_greek,5
5832,4/8/2015,16:30:57,C0021,Online,Dine-in," 19 Church Street, Leicester, LE1 5AN",big_meat,3
5833,4/8/2015,16:55:41,C0056,Online,Takeaway," 18 Springfield Avenue, Swansea, SA1 6DF",spin_pesto,7
5834,4/8/2015,17:02:23,C0086,Online,Delivery," 1 The Pines, Norwich, NR2 1TH",four_cheese,7
5835,4/8/2015,17:06:25,C0056,Online,Delivery," 18 Springfield Avenue, Swansea, SA1 6DF",spicy_ital,4
5836,4/8/2015,17:08:13,C0065,Cash,Delivery," 22 The Heights, Exeter, EX4 4PD",the_greek,6
5837,4/8/2015,17:20:27,C0060,Cash,Dine-in," 16 Bridge Street, Belfast, BT1 5TR",ital_veggie,7
5838,4/8/2015,17:26:47,C0072,Null,Cancelled,"45 Oxford Road, Manchester, M1 7ED",sicilian,5
5839,4/8/2015,17:28:26,C0063,Null,Cancelled," 1 The Pines, Norwich, NR2 1TH",spicy_ital,2
5840,4/8/2015,17:34:25,C0053,Cash,Delivery," 4 The Green, Brighton, BN1 4KL",big_meat,3
5841,4/8/2015,17:51:27,C0032,Cash,Dine-in," 7 Kingsway, Newcastle, NE1 5HG",mediterraneo,4
5842,4/8/2015,17:52:51,C0012,Card,Dine-in," 8 Meadow Close, Derby, DE1 2TY",four_cheese,5
5843,4/8/2015,18:01:46,C0012,Null,Cancelled," 3 Riverside Drive, Cardiff, CF10 1DD",classic_dlx,6
5844,4/8/2015,18:05:09,C0062,Card,Dine-in,"22 Castle Street, Edinburgh, EH2 3NR",soppressata,2
5845,4/8/2015,18:12:41,C0082,Online,Takeaway,"5 Windsor Avenue, Bristol, BS1 5AA",spinach_supr,2
5846,4/8/2015,18:13:18,C0067,Null,Cancelled," 1 The Pines, Norwich, NR2 1TH",napolitana,5
5847,4/8/2015,18:15:13,C0023,Card,Takeaway," 16 Bridge Street, Belfast, BT1 5TR",ckn_alfredo,7
5848,4/8/2015,18:56:59,C0089,Card,Dine-in," 5 Richmond Road, Bournemouth, BH1 1LX",spicy_ital,5
5849,4/8/2015,19:15:14,C0002,Null,Cancelled," 4 The Green, Brighton, BN1 4KL",thai_ckn,2
5850,4/8/2015,19:20:06,C0007,Cash,Dine-in,"22 Castle Street, Edinburgh, EH2 3NR",calabrese,7
5851,4/8/2015,19:20:09,C0046,Card,Dine-in,"17 Highfield Road, Leeds, LS2 8JT",prsc_argla,7
5852,4/8/2015,19:53:47,C0035,Online,Takeaway," 2 Mill Lane, York, YO1 6JF",brie_carre,5
5853,4/8/2015,19:56:04,C0001,Card,Takeaway,"14 Park Lane, Glasgow, G3 7HB",sicilian,3
5854,4/8/2015,20:55:54,C0015,Card,Delivery," 15 West End, Reading, RG1 7HY",ital_veggie,6
5855,4/8/2015,21:04:10,C0017,Cash,Delivery,"8 Victoria Lane, Birmingham, B1 1BD",sicilian,4
5856,4/8/2015,21:10:21,C0058,Cash,Dine-in," 6 Orchard Lane, Aberdeen, AB10 1FJ",ckn_alfredo,2
5857,4/8/2015,21:40:16,C0070,Card,Delivery," 25 Manor Road, Nottingham, NG1 6BP",mexicana,4
5858,4/8/2015,21:50:44,C0010,Cash,Takeaway,"30 Queen’s Road, Liverpool, L1 1BG",sicilian,5
5859,4/8/2015,21:54:12,C0088,Online,Delivery," 2 Mill Lane, York, YO1 6JF",napolitana,2
5860,4/8/2015,22:15:29,C0031,Cash,Delivery,"45 Oxford Road, Manchester, M1 7ED",ital_veggie,5
5861,4/9/2015,11:21:39,C0064,Cash,Delivery," 6 Orchard Lane, Aberdeen, AB10 1FJ",calabrese,4
5862,4/9/2015,11:24:46,C0095,Online,Delivery," 1 The Pines, Norwich, NR2 1TH",peppr_salami,4
5863,4/9/2015,11:28:53,C0022,Null,Cancelled,"22 Castle Street, Edinburgh, EH2 3NR",soppressata,2
5864,4/9/2015,11:46:08,C0029,Null,Cancelled,"12 Baker Street, London, W1U 6TY",ckn_pesto,2
5865,4/9/2015,11:49:03,C0045,Cash,Delivery," 18 Springfield Avenue, Swansea, SA1 6DF",four_cheese,4
5866,4/9/2015,11:56:03,C0092,Cash,Takeaway," 3 Riverside Drive, Cardiff, CF10 1DD",pep_msh_pep,7
5867,4/9/2015,12:13:12,C0086,Null,Cancelled," 21 Market Square, Cambridge, CB2 3NJ",ckn_pesto,7
5868,4/9/2015,12:18:34,C0084,Card,Dine-in,"5 Windsor Avenue, Bristol, BS1 5AA",mediterraneo,5
5869,4/9/2015,12:35:29,C0023,Online,Takeaway," 8 Meadow Close, Derby, DE1 2TY",ckn_alfredo,6
5870,4/9/2015,12:43:36,C0029,Null,Cancelled,"8 Victoria Lane, Birmingham, B1 1BD",napolitana,6
5871,4/9/2015,13:04:30,C0040,Card,Dine-in," 11 Station Road, Southampton, SO14 6GH",pep_msh_pep,4
5872,4/9/2015,13:07:26,C0065,Card,Delivery," 25 Manor Road, Nottingham, NG1 6BP",classic_dlx,4
5873,4/9/2015,13:24:08,C0033,Cash,Delivery,"17 Highfield Road, Leeds, LS2 8JT",four_cheese,5
5874,4/9/2015,13:31:53,C0059,Cash,Dine-in," 16 Bridge Street, Belfast, BT1 5TR",four_cheese,2
5875,4/9/2015,13:43:54,C0082,Card,Delivery," 11 Station Road, Southampton, SO14 6GH",green_garden,2
5876,4/9/2015,13:58:09,C0012,Null,Cancelled," 2 Mill Lane, York, YO1 6JF",spinach_fet,6
5877,4/9/2015,14:01:00,C0089,Card,Takeaway," 27 Priory Street, Coventry, CV1 5FG",big_meat,3
5878,4/9/2015,14:08:57,C0004,Cash,Dine-in,"22 Castle Street, Edinburgh, EH2 3NR",classic_dlx,6
5879,4/9/2015,14:29:46,C0081,Cash,Dine-in,"8 Victoria Lane, Birmingham, B1 1BD",soppressata,5
5880,4/9/2015,14:31:22,C0022,Online,Delivery," 22 The Heights, Exeter, EX4 4PD",southw_ckn,5
5881,4/9/2015,15:15:22,C0072,Online,Delivery," 15 West End, Reading, RG1 7HY",peppr_salami,7
5882,4/9/2015,15:42:13,C0081,Null,Cancelled," 25 Manor Road, Nottingham, NG1 6BP",four_cheese,6
5883,4/9/2015,15:51:48,C0038,Cash,Dine-in," 27 Priory Street, Coventry, CV1 5FG",ckn_pesto,3
5884,4/9/2015,16:19:05,C0035,Card,Dine-in,"45 Oxford Road, Manchester, M1 7ED",cali_ckn,4
5885,4/9/2015,16:26:34,C0002,Card,Delivery," 15 West End, Reading, RG1 7HY",brie_carre,4
5886,4/9/2015,16:27:39,C0068,Card,Delivery," 27 Priory Street, Coventry, CV1 5FG",spicy_ital,4
5887,4/9/2015,16:47:58,C0084,Cash,Takeaway,"45 Oxford Road, Manchester, M1 7ED",bbq_ckn,4
5888,4/9/2015,16:52:15,C0049,Online,Delivery," 25 Manor Road, Nottingham, NG1 6BP",four_cheese,6
5889,4/9/2015,16:55:07,C0047,Cash,Takeaway," 4 The Green, Brighton, BN1 4KL",mexicana,4
5890,4/9/2015,17:03:47,C0028,Online,Delivery," 13 Hilltop Road, Oxford, OX1 4LB",ital_supr,2
5891,4/9/2015,17:17:40,C0096,Card,Dine-in," 15 West End, Reading, RG1 7HY",veggie_veg,5
5892,4/9/2015,17:35:32,C0087,Card,Dine-in,"45 Oxford Road, Manchester, M1 7ED",napolitana,5
5893,4/9/2015,17:35:35,C0008,Cash,Dine-in," 13 Hilltop Road, Oxford, OX1 4LB",cali_ckn,3
5894,4/9/2015,17:56:22,C0051,Card,Delivery,"9 The Crescent, Sheffield, S10 2FT",brie_carre,2
5895,4/9/2015,17:59:58,C0027,Null,Cancelled," 16 Bridge Street, Belfast, BT1 5TR",brie_carre,5
5896,4/9/2015,18:06:01,C0051,Online,Takeaway," 9 Brookside, Hull, HU1 2RT",pepperoni,5
5897,4/9/2015,18:08:04,C0036,Card,Delivery," 16 Bridge Street, Belfast, BT1 5TR",spin_pesto,5
5898,4/9/2015,18:09:08,C0001,Cash,Dine-in,"8 Victoria Lane, Birmingham, B1 1BD",napolitana,3
5899,4/9/2015,18:12:18,C0018,Online,Delivery," 16 Bridge Street, Belfast, BT1 5TR",brie_carre,4
5900,4/9/2015,18:13:22,C0087,Card,Dine-in," 2 Mill Lane, York, YO1 6JF",pep_msh_pep,2
5901,4/9/2015,18:38:57,C0052,Card,Delivery," 3 Riverside Drive, Cardiff, CF10 1DD",spinach_fet,2
5902,4/9/2015,18:45:49,C0075,Online,Dine-in,"30 Queen’s Road, Liverpool, L1 1BG",mediterraneo,5
5903,4/9/2015,18:48:15,C0018,Null,Cancelled,"9 The Crescent, Sheffield, S10 2FT",napolitana,5
5904,4/9/2015,19:34:36,C0095,Null,Cancelled," 5 Richmond Road, Bournemouth, BH1 1LX",green_garden,2
5905,4/9/2015,19:57:23,C0091,Card,Dine-in," 11 Station Road, Southampton, SO14 6GH",spinach_fet,7
5906,4/9/2015,20:11:35,C0066,Card,Delivery," 25 Manor Road, Nottingham, NG1 6BP",pep_msh_pep,5
5907,4/9/2015,20:22:02,C0046,Online,Dine-in," 7 Kingsway, Newcastle, NE1 5HG",ital_veggie,3
5908,4/9/2015,20:22:32,C0086,Cash,Delivery," 11 Station Road, Southampton, SO14 6GH",green_garden,3
5909,4/9/2015,20:30:30,C0061,Cash,Delivery," 19 Church Street, Leicester, LE1 5AN",green_garden,4
5910,4/9/2015,20:32:20,C0003,Null,Cancelled," 1 The Pines, Norwich, NR2 1TH",ital_cpcllo,3
5911,4/9/2015,22:25:34,C0048,Online,Delivery," 16 Bridge Street, Belfast, BT1 5TR",bbq_ckn,3
5912,4/9/2015,22:51:13,C0045,Online,Dine-in," 10 The Grove, Plymouth, PL1 1HQ",pep_msh_pep,3
5913,4/10/2015,11:16:11,C0014,Null,Cancelled," 18 Springfield Avenue, Swansea, SA1 6DF",classic_dlx,6
5914,4/10/2015,11:21:02,C0071,Null,Cancelled," 13 Hilltop Road, Oxford, OX1 4LB",spin_pesto,6
5915,4/10/2015,11:36:59,C0009,Online,Delivery," 13 Hilltop Road, Oxford, OX1 4LB",sicilian,7
5916,4/10/2015,11:59:30,C0043,Card,Delivery," 2 Mill Lane, York, YO1 6JF",hawaiian,4
5917,4/10/2015,12:09:48,C0034,Card,Delivery," 10 The Grove, Plymouth, PL1 1HQ",classic_dlx,3
5918,4/10/2015,12:12:04,C0041,Cash,Dine-in," 3 Riverside Drive, Cardiff, CF10 1DD",spinach_supr,5
5919,4/10/2015,12:20:35,C0023,Online,Dine-in," 7 Kingsway, Newcastle, NE1 5HG",ckn_alfredo,2
5920,4/10/2015,12:22:12,C0022,Null,Cancelled," 11 Station Road, Southampton, SO14 6GH",pepperoni,5
5921,4/10/2015,12:42:18,C0044,Online,Dine-in," 4 The Green, Brighton, BN1 4KL",ital_supr,3
5922,4/10/2015,12:44:58,C0091,Online,Dine-in,"30 Queen’s Road, Liverpool, L1 1BG",napolitana,3
5923,4/10/2015,12:48:56,C0072,Online,Takeaway," 14 Fairview Road, Portsmouth, PO1 3AB",prsc_argla,3
5924,4/10/2015,12:49:03,C0025,Online,Delivery,"45 Oxford Road, Manchester, M1 7ED",bbq_ckn,2
5925,4/10/2015,13:11:42,C0052,Card,Dine-in," 13 Hilltop Road, Oxford, OX1 4LB",calabrese,2
5926,4/10/2015,13:33:15,C0022,Null,Cancelled," 6 Orchard Lane, Aberdeen, AB10 1FJ",four_cheese,7
5927,4/10/2015,14:02:08,C0055,Cash,Delivery," 9 Brookside, Hull, HU1 2RT",ital_veggie,4
5928,4/10/2015,14:07:18,C0020,Online,Delivery," 2 Mill Lane, York, YO1 6JF",brie_carre,3
5929,4/10/2015,14:40:44,C0011,Online,Dine-in," 15 West End, Reading, RG1 7HY",spin_pesto,4
5930,4/10/2015,14:44:44,C0058,Cash,Delivery,"14 Park Lane, Glasgow, G3 7HB",bbq_ckn,5
5931,4/10/2015,15:24:08,C0081,Card,Dine-in," 25 Manor Road, Nottingham, NG1 6BP",green_garden,3
5932,4/10/2015,15:38:26,C0066,Cash,Delivery,"14 Park Lane, Glasgow, G3 7HB",pepperoni,3
5933,4/10/2015,15:48:53,C0071,Card,Takeaway," 25 Manor Road, Nottingham, NG1 6BP",peppr_salami,5
5934,4/10/2015,15:52:10,C0063,Null,Cancelled," 21 Market Square, Cambridge, CB2 3NJ",napolitana,7
5935,4/10/2015,16:03:39,C0064,Card,Delivery," 22 The Heights, Exeter, EX4 4PD",pepperoni,4
5936,4/10/2015,16:06:38,C0055,Card,Takeaway,"45 Oxford Road, Manchester, M1 7ED",ital_cpcllo,3
5937,4/10/2015,16:32:42,C0084,Cash,Dine-in," 27 Priory Street, Coventry, CV1 5FG",brie_carre,5
5938,4/10/2015,16:36:41,C0026,Null,Cancelled," 7 Kingsway, Newcastle, NE1 5HG",four_cheese,3
5939,4/10/2015,16:51:10,C0047,Online,Delivery," 13 Hilltop Road, Oxford, OX1 4LB",spinach_fet,5
5940,4/10/2015,16:59:45,C0033,Cash,Delivery," 3 Riverside Drive, Cardiff, CF10 1DD",classic_dlx,3
5941,4/10/2015,17:31:21,C0083,Null,Cancelled," 21 Market Square, Cambridge, CB2 3NJ",ital_supr,5
5942,4/10/2015,17:32:27,C0041,Cash,Dine-in,"17 Highfield Road, Leeds, LS2 8JT",mexicana,4
5943,4/10/2015,17:38:18,C0091,Cash,Delivery," 16 Bridge Street, Belfast, BT1 5TR",the_greek,5
5944,4/10/2015,17:39:50,C0045,Card,Takeaway," 11 Station Road, Southampton, SO14 6GH",veggie_veg,3
5945,4/10/2015,17:40:18,C0074,Cash,Delivery,"45 Oxford Road, Manchester, M1 7ED",pep_msh_pep,6
5946,4/10/2015,17:40:25,C0060,Card,Delivery," 6 Orchard Lane, Aberdeen, AB10 1FJ",spicy_ital,6
5947,4/10/2015,17:43:16,C0022,Online,Delivery,"9 The Crescent, Sheffield, S10 2FT",hawaiian,3
5948,4/10/2015,17:47:43,C0048,Online,Dine-in," 15 West End, Reading, RG1 7HY",pep_msh_pep,5
5949,4/10/2015,17:56:11,C0048,Card,Dine-in," 22 The Heights, Exeter, EX4 4PD",southw_ckn,2
5950,4/10/2015,18:31:17,C0023,Card,Dine-in," 14 Fairview Road, Portsmouth, PO1 3AB",the_greek,5
5951,4/10/2015,18:35:27,C0058,Online,Dine-in,"17 Highfield Road, Leeds, LS2 8JT",mexicana,6
5952,4/10/2015,18:41:00,C0064,Card,Takeaway," 25 Manor Road, Nottingham, NG1 6BP",veggie_veg,5
5953,4/10/2015,18:41:10,C0017,Online,Delivery," 22 The Heights, Exeter, EX4 4PD",green_garden,6
5954,4/10/2015,18:51:44,C0048,Online,Dine-in," 9 Brookside, Hull, HU1 2RT",peppr_salami,5
5955,4/10/2015,18:56:04,C0077,Card,Dine-in," 11 Station Road, Southampton, SO14 6GH",ital_cpcllo,4
5956,4/10/2015,20:02:50,C0016,Null,Cancelled,"22 Castle Street, Edinburgh, EH2 3NR",peppr_salami,6
5957,4/10/2015,20:04:44,C0078,Online,Dine-in," 1 The Pines, Norwich, NR2 1TH",spicy_ital,4
5958,4/10/2015,20:32:49,C0061,Card,Takeaway," 5 Richmond Road, Bournemouth, BH1 1LX",bbq_ckn,7
5959,4/10/2015,20:42:32,C0011,Null,Cancelled," 25 Manor Road, Nottingham, NG1 6BP",mexicana,7
5960,4/10/2015,20:44:30,C0067,Null,Cancelled," 11 Station Road, Southampton, SO14 6GH",ckn_alfredo,7
5961,4/10/2015,20:44:46,C0062,Cash,Delivery,"12 Baker Street, London, W1U 6TY",veggie_veg,6
5962,4/10/2015,20:46:24,C0075,Online,Delivery,"17 Highfield Road, Leeds, LS2 8JT",big_meat,5
5963,4/10/2015,20:48:13,C0034,Null,Cancelled," 11 Station Road, Southampton, SO14 6GH",spicy_ital,4
5964,4/10/2015,20:54:55,C0052,Card,Dine-in," 8 Meadow Close, Derby, DE1 2TY",hawaiian,3
5965,4/10/2015,20:55:03,C0088,Null,Cancelled," 13 Hilltop Road, Oxford, OX1 4LB",veggie_veg,2
5966,4/10/2015,21:27:13,C0094,Online,Delivery," 27 Priory Street, Coventry, CV1 5FG",soppressata,3
5967,4/10/2015,21:44:55,C0088,Cash,Dine-in," 15 West End, Reading, RG1 7HY",veggie_veg,5
5968,4/10/2015,22:13:32,C0028,Card,Takeaway," 8 Meadow Close, Derby, DE1 2TY",prsc_argla,2
5969,4/10/2015,22:27:42,C0076,Card,Dine-in," 18 Springfield Avenue, Swansea, SA1 6DF",big_meat,2
5970,4/10/2015,22:45:45,C0021,Cash,Dine-in," 19 Church Street, Leicester, LE1 5AN",green_garden,6
5971,4/10/2015,23:04:43,C0053,Null,Cancelled," 13 Hilltop Road, Oxford, OX1 4LB",spicy_ital,6
5972,4/11/2015,11:58:01,C0020,Online,Dine-in," 8 Meadow Close, Derby, DE1 2TY",bbq_ckn,3
5973,4/11/2015,12:12:14,C0047,Null,Cancelled,"14 Park Lane, Glasgow, G3 7HB",spicy_ital,2
5974,4/11/2015,12:19:49,C0059,Cash,Dine-in," 18 Springfield Avenue, Swansea, SA1 6DF",ital_cpcllo,3
5975,4/11/2015,13:07:51,C0042,Cash,Dine-in,"30 Queen’s Road, Liverpool, L1 1BG",big_meat,2
5976,4/11/2015,13:08:43,C0006,Online,Dine-in," 7 Kingsway, Newcastle, NE1 5HG",spinach_supr,2
5977,4/11/2015,13:13:40,C0010,Null,Cancelled," 27 Priory Street, Coventry, CV1 5FG",brie_carre,4
5978,4/11/2015,13:33:39,C0064,Cash,Dine-in," 21 Market Square, Cambridge, CB2 3NJ",spin_pesto,3
5979,4/11/2015,13:35:53,C0069,Online,Dine-in,"17 Highfield Road, Leeds, LS2 8JT",classic_dlx,7
5980,4/11/2015,13:41:05,C0074,Card,Dine-in," 4 The Green, Brighton, BN1 4KL",thai_ckn,3
5981,4/11/2015,14:10:29,C0089,Online,Delivery," 13 Hilltop Road, Oxford, OX1 4LB",ckn_pesto,6
5982,4/11/2015,14:23:12,C0007,Online,Dine-in," 10 The Grove, Plymouth, PL1 1HQ",napolitana,3
5983,4/11/2015,14:29:47,C0006,Card,Delivery,"45 Oxford Road, Manchester, M1 7ED",mexicana,6
5984,4/11/2015,14:35:52,C0040,Card,Delivery," 13 Hilltop Road, Oxford, OX1 4LB",five_cheese,3
5985,4/11/2015,15:01:55,C0027,Card,Dine-in," 15 West End, Reading, RG1 7HY",green_garden,4
5986,4/11/2015,15:07:21,C0083,Card,Delivery," 21 Market Square, Cambridge, CB2 3NJ",mediterraneo,3
5987,4/11/2015,15:20:02,C0046,Null,Cancelled,"5 Windsor Avenue, Bristol, BS1 5AA",big_meat,5
5988,4/11/2015,15:38:07,C0081,Card,Takeaway," 14 Fairview Road, Portsmouth, PO1 3AB",prsc_argla,3
5989,4/11/2015,15:47:31,C0042,Card,Delivery," 11 Station Road, Southampton, SO14 6GH",big_meat,4
5990,4/11/2015,15:55:33,C0018,Cash,Dine-in," 14 Fairview Road, Portsmouth, PO1 3AB",ital_cpcllo,4
